utt	wav_path	cluster_id	dist_to_cluster_center	is_outlier	pca_0	pca_1	pca_2
00128_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00128_000.wav	3	8.147848	0	-4.388476	2.791256	0.079573
00128_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00128_010.wav	3	6.858845	0	-3.560464	4.220804	-1.327263
00128_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00128_020.wav	14	8.917436	0	-0.948135	2.927414	0.396954
00131_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00131_000.wav	19	9.017177	0	-4.778122	2.360456	-3.158213
00131_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00131_010.wav	19	7.827605	0	-3.190036	3.053334	-3.576636
00131_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00131_020.wav	0	8.071497	0	0.229240	1.254943	-2.953021
00132_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00132_000.wav	7	7.720479	0	8.333050	-3.663757	-3.739673
00132_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00132_010.wav	4	9.258144	0	7.402969	-5.640763	-3.106395
00132_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00132_020.wav	31	10.837805	0	4.659488	-3.805697	-1.825044
00137_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00137_000.wav	9	14.885809	0	2.028587	-2.917658	-1.927308
00137_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00137_010.wav	2	14.640312	0	3.424848	-2.794816	3.229923
00137_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00137_020.wav	6	16.172396	0	-11.862220	-11.891177	-1.377315
00143_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00143_000.wav	19	8.502704	0	-4.855309	3.594768	0.786391
00143_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00143_010.wav	14	9.964220	0	-2.052500	3.048893	-0.346327
00143_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00143_020.wav	22	11.113592	0	-10.687936	-1.948367	-2.003550
00144_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00144_000.wav	6	11.370834	0	-16.064903	-7.625310	-3.674075
00144_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00144_010.wav	0	10.404951	0	-0.859958	1.677315	-6.005214
00144_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00144_020.wav	10	10.398221	0	-1.780898	1.340926	-3.719376
00147_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00147_000.wav	26	18.052784	0	4.491927	2.106935	2.856351
00147_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00147_010.wav	26	17.543329	0	1.825493	-2.407748	4.468303
00147_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00147_020.wav	16	16.988625	0	5.977132	-2.900314	-2.683633
00154_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00154_000.wav	28	15.126078	0	0.936564	1.461289	6.559033
00154_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00154_010.wav	28	13.971705	0	1.555338	1.055945	4.350643
00154_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00154_020.wav	14	12.971040	0	1.488684	0.854877	1.879095
00160_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00160_000.wav	18	14.440608	0	-13.450525	-7.637180	0.334562
00160_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00160_010.wav	9	15.049383	0	1.070542	-5.630384	-0.746552
00160_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00160_020.wav	1	13.225789	0	1.622984	-2.395809	-1.363941
00164_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00164_000.wav	19	7.898557	0	-2.302956	3.886044	-1.583770
00164_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00164_010.wav	20	7.607968	0	-2.384543	5.045780	1.038437
00164_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00164_020.wav	14	8.655353	0	-2.226570	3.772722	-0.073525
00168_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00168_000.wav	19	8.109368	0	-2.662427	5.464360	0.398987
00168_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00168_010.wav	19	8.595545	0	-3.756721	4.517795	0.191669
00168_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00168_020.wav	19	8.165701	0	-1.740086	3.816846	0.825761
00174_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00174_000.wav	19	8.345918	0	-4.173280	3.847874	-0.362388
00174_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00174_010.wav	3	11.794483	0	-8.169573	0.982886	-4.835463
00174_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00174_020.wav	19	10.061054	0	-2.384401	4.043908	-2.409149
00175_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00175_000.wav	20	9.267310	0	0.213832	4.827422	-2.531903
00175_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00175_010.wav	20	10.421464	0	-0.431292	1.747587	-1.438810
00175_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00175_020.wav	3	9.237838	0	-1.005198	1.781071	-3.537786
00183_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00183_000.wav	20	14.201265	0	0.904443	1.687097	2.390604
00183_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00183_010.wav	8	12.855719	0	4.052361	-2.239873	0.346003
00183_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00183_020.wav	20	13.182784	0	1.484087	-0.114202	-0.384969
00190_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00190_000.wav	4	11.747689	0	6.361611	-4.861662	-5.371401
00190_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00190_010.wav	31	9.621971	0	8.911089	-5.963152	-3.677336
00190_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00190_020.wav	12	10.250444	0	5.319359	-4.427433	-2.375662
00196_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00196_000.wav	7	9.705746	0	7.524791	-6.767223	-3.047110
00196_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00196_010.wav	4	14.507127	0	7.259717	-8.154263	1.488052
00196_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00196_020.wav	12	10.545033	0	8.863880	-5.743855	-1.750299
00197_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00197_000.wav	14	8.554827	0	0.154730	2.781259	-3.021434
00197_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00197_010.wav	14	7.833570	0	-0.210654	2.804980	-2.928604
00197_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00197_020.wav	19	9.462947	0	-0.402837	4.038098	-2.999827
00198_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00198_000.wav	14	7.839221	0	0.540901	3.150604	-0.406175
00198_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00198_010.wav	14	7.990353	0	0.333132	2.442463	2.090776
00198_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00198_020.wav	19	8.074349	0	-0.828471	3.314019	-0.665645
00201_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00201_000.wav	14	10.037410	0	-2.920572	2.597092	-2.532926
00201_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00201_010.wav	14	9.244180	0	-0.795142	3.156723	-0.702916
00201_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00201_020.wav	19	10.267678	0	-2.831834	2.547748	-0.545218
00202_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00202_000.wav	10	12.636187	0	4.921781	-1.767382	-1.520520
00202_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00202_010.wav	10	11.074715	0	-0.937882	-0.751383	-3.220999
00202_021	/home/work_nfs22/xmren/data/kefu/90w_tokens/00202_021.wav	10	13.968046	0	1.623336	-1.317610	-1.472634
00204_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00204_000.wav	12	10.861664	0	8.422040	-4.044594	-1.637639
00204_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00204_010.wav	12	10.301019	0	5.506750	-2.692395	1.263349
00204_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00204_020.wav	4	8.464510	0	5.987025	-3.994700	-2.234233
00207_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00207_020.wav	1	12.704771	0	1.472931	-0.123579	0.488307
00210_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00210_000.wav	14	5.541743	0	-0.687343	3.797142	0.183290
00210_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00210_010.wav	14	7.461452	0	-3.315930	2.789589	-0.721068
00210_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00210_020.wav	14	5.912292	0	-1.131622	3.725262	-0.995273
00211_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00211_000.wav	23	15.087278	0	-1.798167	0.042720	4.384766
00211_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00211_010.wav	2	17.909332	0	2.198257	-0.757456	4.050460
00211_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00211_020.wav	2	16.869062	0	3.585728	-2.496867	3.313957
00213_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00213_000.wav	7	9.456128	0	8.796566	-5.153984	-3.159999
00213_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00213_010.wav	4	8.901150	0	7.704075	-6.689603	-1.517943
00213_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00213_020.wav	16	13.010487	0	4.781639	-4.058768	-5.541567
00216_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00216_000.wav	6	20.243532	1	-11.486917	-14.076727	1.297102
00216_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00216_010.wav	11	18.668806	0	4.450606	-7.567958	-4.941096
00216_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00216_020.wav	11	19.920296	1	4.280488	-4.793591	-3.403133
00219_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00219_000.wav	22	9.528302	0	-11.453946	-2.758029	-4.057225
00219_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00219_010.wav	19	11.553541	0	-3.100106	-0.138628	-4.301337
00219_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00219_020.wav	19	8.287744	0	-4.704537	2.940276	-1.297080
00220_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00220_000.wav	19	6.811549	0	-3.024837	4.093637	-1.980202
00220_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00220_010.wav	3	7.388134	0	-1.321462	3.527562	-2.537397
00220_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00220_020.wav	14	7.207973	0	-0.038451	1.897611	0.655356
00223_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00223_000.wav	19	8.882854	0	-3.481462	2.889268	-2.303424
00223_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00223_010.wav	19	8.760284	0	-4.078256	3.281392	-2.953338
00223_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00223_020.wav	19	6.820844	0	-2.545451	4.567046	-3.127709
00236_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00236_000.wav	23	14.296689	0	-3.749409	1.763013	0.098519
00236_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00236_010.wav	23	14.441256	0	-2.305208	-4.197586	1.349590
00236_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00236_020.wav	23	14.430619	0	-0.526828	-1.246556	5.109226
00241_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00241_000.wav	18	17.744736	0	-13.622946	-10.655680	-0.625654
00241_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00241_010.wav	4	17.391485	0	6.884071	-3.525424	-3.013661
00241_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00241_020.wav	4	16.990940	0	3.250380	-2.281477	-1.791975
00242_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00242_000.wav	19	9.468722	0	-2.313672	3.925317	-1.410246
00242_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00242_010.wav	19	8.712330	0	-1.742319	4.232288	-3.556118
00242_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00242_020.wav	19	7.283285	0	-1.208608	3.506404	-2.614877
00247_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00247_000.wav	19	7.808076	0	-2.092387	3.464001	-2.595500
00247_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00247_010.wav	19	7.694756	0	-2.256882	4.386981	-3.563573
00247_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00247_020.wav	19	7.682254	0	-2.425509	3.944949	-2.218613
00258_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00258_000.wav	10	12.792809	0	3.589795	0.067757	-4.350490
00258_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00258_010.wav	11	14.140967	0	3.728566	0.706939	-4.648058
00258_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00258_020.wav	10	12.067580	0	1.389251	-2.041616	-2.664748
00259_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00259_000.wav	14	7.056453	0	-0.602120	3.753004	-1.811729
00259_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00259_010.wav	0	8.070442	0	-0.339247	3.654533	-3.935536
00259_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00259_020.wav	14	7.672502	0	-2.134871	3.785927	-1.802190
00260_000	/home/work_nfs22/xmren/data/kefu/90w_tokens/00260_000.wav	20	7.567217	0	-0.167148	4.375581	-1.743917
00260_010	/home/work_nfs22/xmren/data/kefu/90w_tokens/00260_010.wav	20	8.120559	0	-0.611502	3.873593	-1.800937
00260_020	/home/work_nfs22/xmren/data/kefu/90w_tokens/00260_020.wav	20	7.438796	0	-0.877073	4.483305	-0.376246
